school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address
Hizhi Lawan Primary School,BR,Primary,Public,,,10.5250167,12.3114368,11204,"Hizhi Lawan Primary School, BR State, Nigeria"
Mauri Primary School,BR,Primary,Public,,,11.5106002,12.5309081,11407,"Mauri Primary School, BR State, Nigeria"
Mada Sale Primary School,BR,Primary,Unknown,,,10.3850252,11.9628629,11808,"Mada Sale Primary School, BR State, Nigeria"
Kauri Primary School,BR,Primary,Public,,,11.5776409,13.5352136,11607,"Kauri Primary School, BR State, Nigeria"
Bdagu Primary School,BR,Primary,Unknown,,,10.8511757,13.2799509,10209,"Bdagu Primary School, BR State, Nigeria"
Diffinoa Primary School,BR,Primary,Unknown,,,12.6076465,13.7481819,12305,"Diffinoa Primary School, BR State, Nigeria"
Kaza Primary School,BR,Primary,Unknown,,,12.02262,14.18426,10807,"Kaza Primary School, BR State, Nigeria"
Gumtal Primary School,BR,Primary,Unknown,,,12.0505807,13.2180836,11304,"Gumtal Primary School, BR State, Nigeria"
Izge Primary School,BR,Primary,Unknown,,,10.9972502,13.3328047,11102,"Izge Primary School, BR State, Nigeria"
Mairamri Primary School,BR,Primary,Public,,,11.6033323,13.4883077,11610,"Mairamri Primary School, BR State, Nigeria"
Gudufnagadiyo Primary School,BR,Primary,Unknown,,,11.0787374,13.711956,11106,"Gudufnagadiyo Primary School, BR State, Nigeria"
Yamarkumi Primary School,BR,Primary,Public,,,10.6586849,12.1619738,10511,"Yamarkumi Primary School, BR State, Nigeria"
Wurti Primary School,BR,Primary,Unknown,,,10.2720041,12.025846,12710,"Wurti Primary School, BR State, Nigeria"
Kajeri Primary School,BR,Primary,Public,,,11.4452939,13.7574572,10312,"Kajeri Primary School, BR State, Nigeria"
Alaramma Nomadic Primary School,BR,Primary,Public,,,10.9339289,12.5268164,10701,"Alaramma Nomadic Primary School, BR State, Nigeria"
Mbaga Primary School,BR,Primary,Unknown,,,11.3069129,14.1090931,10305,"Mbaga Primary School, BR State, Nigeria"
Ghiraza Primary School,BR,Primary,Unknown,,,11.0516981,13.7210974,11110,"Ghiraza Primary School, BR State, Nigeria"
Kuladeni Primary School,BR,Primary,Public,,,10.2215629,11.8211352,12703,"Kuladeni Primary School, BR State, Nigeria"
Sogoma Primary School,BR,Primary,Public,,,11.9537502,14.0010802,10801,"Sogoma Primary School, BR State, Nigeria"
Kaushorowa Primary School,BR,Primary,Public,,,11.1718327,12.4234569,10707,"Kaushorowa Primary School, BR State, Nigeria"
Gangatilo Primary School,BR,Primary,Public,,,11.2113775,13.0877007,10705,"Gangatilo Primary School, BR State, Nigeria"
Kwang Priamry School,BR,Primary,Unknown,,,10.8424881,13.2264881,10202,"Kwang Priamry School, BR State, Nigeria"
Puba Primary School,BR,Primary,Public,,,10.4430843,12.373227,11210,"Puba Primary School, BR State, Nigeria"
Moholo Primary School,BR,Primary,Unknown,,,12.0595586,14.5548655,11505,"Moholo Primary School, BR State, Nigeria"
Njamena Nomadic Primary School,BR,Primary,Public,,,12.0772252,13.9489496,10804,"Njamena Nomadic Primary School, BR State, Nigeria"
Hijelije Primary School,BR,Primary,Public,,,12.3218161,14.392975,11510,"Hijelije Primary School, BR State, Nigeria"
Amarwa Primary School,BR,Primary,Public,,,11.7255976,13.2988304,11603,"Amarwa Primary School, BR State, Nigeria"
Durum Primary School,BR,Primary,Unknown,,,10.45333,11.800246,11805,"Durum Primary School, BR State, Nigeria"
Alagarno Primary School,BR,Primary,Public,,,13.1498333,13.5574271,11701,"Alagarno Primary School, BR State, Nigeria"
Mbulatagu Primary School,BR,Primary,Public,,,10.4890104,13.2342875,10204,"Mbulatagu Primary School, BR State, Nigeria"
Gamboru Central Primary School,BR,Primary,Unknown,,,12.3632652,14.2156184,12502,"Gamboru Central Primary School, BR State, Nigeria"
Dala Lawanti Primary School,BR,Primary,Unknown,,,11.8115266,13.0923673,11312,"Dala Lawanti Primary School, BR State, Nigeria"
Izzige Primary School,BR,Primary,Public,,,10.9829236,13.2962896,11102,"Izzige Primary School, BR State, Nigeria"
Awanari Primary School,BR,Primary,Public,,,11.3333146,12.6833648,11405,"Awanari Primary School, BR State, Nigeria"
Zimta Primary School,BR,Primary,Unknown,,,10.6470926,12.1055698,10502,"Zimta Primary School, BR State, Nigeria"
Guburku Lakoja Primary School,BR,Primary,Public,,,10.2802044,12.0078422,11203,"Guburku Lakoja Primary School, BR State, Nigeria"
Gari Primary School,BR,Primary,Public,,,10.2209276,12.107985,12706,"Gari Primary School, BR State, Nigeria"
Zannari Primary School,BR,Primary,Unknown,,,12.58184,14.13124,12510,"Zannari Primary School, BR State, Nigeria"
Ngirna Primaty School,BR,Primary,Public,,,11.2080116,12.8733422,10702,"Ngirna Primaty School, BR State, Nigeria"
Yelwa Primary School,BR,Primary,Public,,,10.401465,12.5479105,11206,"Yelwa Primary School, BR State, Nigeria"
Kimba Chmabawa Primary School,BR,Primary,Unknown,,,10.8197212,12.4309119,10506,"Kimba Chmabawa Primary School, BR State, Nigeria"
Sheruri Primary School,BR,Primary,Public,,,11.6127143,12.5413612,11413,"Sheruri Primary School, BR State, Nigeria"
Mwa Kasuwa Primary School,BR,Primary,Public,,,11.8131465,13.8028101,11902,"Mwa Kasuwa Primary School, BR State, Nigeria"
Kurje Primary School,BR,Primary,Public,,,10.1854573,12.009803,12710,"Kurje Primary School, BR State, Nigeria"
Madayi Primary School,BR,Primary,Public,,,13.4149939,13.7936312,11706,"Madayi Primary School, BR State, Nigeria"
Dema Primary School,BR,Primary,Unknown,,,10.5035383,11.8881526,11806,"Dema Primary School, BR State, Nigeria"
Bubalwada Primary School,BR,Primary,Public,,,10.6334835,12.1920133,10511,"Bubalwada Primary School, BR State, Nigeria"
Nguronguro Primary School,BR,Primary,Public,,,11.6944235,13.1786007,11601,"Nguronguro Primary School, BR State, Nigeria"
Blatagu Primary School,BR,Primary,Public,,,10.487002,13.235766,10204,"Blatagu Primary School, BR State, Nigeria"
Maluri Primary Schoolool,BR,Primary,Public,,,12.2492634,13.187653,12610,"Maluri Primary Schoolool, BR State, Nigeria"
Marte Central Primary School,BR,Primary,Public,,,12.3665071,13.8292712,12109,"Marte Central Primary School, BR State, Nigeria"
Ali Dawuri Primary School,BR,Primary,Unknown,,,11.7653948,13.1473643,11306,"Ali Dawuri Primary School, BR State, Nigeria"
Mafa 2 Primary School,BR,Primary,Public,,,11.9185868,13.6018972,11908,"Mafa 2 Primary School, BR State, Nigeria"
Hamna Primary School,BR,Primary,Unknown,,,10.3270937,12.1035956,11203,"Hamna Primary School, BR State, Nigeria"
South Primary School,BR,Primary,Public,,,10.5450482,11.6210358,10403,"South Primary School, BR State, Nigeria"
Yarwa Primary School,BR,Primary,Public,,,11.2739911,12.8714209,10702,"Yarwa Primary School, BR State, Nigeria"
Liya Primary School,BR,Primary,Unknown,,,10.7012819,12.389195,10507,"Liya Primary School, BR State, Nigeria"
Baale Primary School,BR,Primary,Public,,,11.2045069,13.0691892,10705,"Baale Primary School, BR State, Nigeria"
Tilla Primary School,BR,Primary,Public,,,10.5514389,12.1381903,11207,"Tilla Primary School, BR State, Nigeria"
Afuye Primary School,BR,Primary,Public,,,11.9826538,13.9923331,10801,"Afuye Primary School, BR State, Nigeria"
Maiwa Primary School,BR,Primary,Public,,,12.3212582,13.237186,12609,"Maiwa Primary School, BR State, Nigeria"
Yimirmigza Primary School,BR,Primary,Unknown,,,10.7791436,12.9865857,10609,"Yimirmigza Primary School, BR State, Nigeria"
Miryel Primary,BR,Primary,Unknown,,,11.95226,12.33577,11411,"Miryel Primary, BR State, Nigeria"
Gadam B Usman Central Primary School,BR,Primary,Unknown,,,10.5341776,11.8887295,11806,"Gadam B Usman Central Primary School, BR State, Nigeria"
Bwala Primary School,BR,Primary,Unknown,,,10.48993,11.94417,11809,"Bwala Primary School, BR State, Nigeria"
Modu Primary School,BR,Primary,Unknown,,,12.4227503,13.1475924,12604,"Modu Primary School, BR State, Nigeria"
Kuya Primary School,BR,Primary,Public,,,12.6644512,13.6190758,12307,"Kuya Primary School, BR State, Nigeria"
Gwalosho Primary School,BR,Primary,Public,,,10.0756538,12.0530587,12706,"Gwalosho Primary School, BR State, Nigeria"
Kamsulem Primary School,BR,Primary,Public,,,11.841897,13.1356889,12410,"Kamsulem Primary School, BR State, Nigeria"
Jarawa Primary School,BR,Primary,Public,,,11.9609748,14.3990942,11503,"Jarawa Primary School, BR State, Nigeria"
Goso Gonori Primary School,BR,Primary,Public,,,12.434598,13.4036129,12309,"Goso Gonori Primary School, BR State, Nigeria"
Kuma Primary School,BR,Primary,Public,,,10.4183345,13.1964807,10211,"Kuma Primary School, BR State, Nigeria"
Wala a Primary School,BR,Primary,Unknown,,,11.1366593,13.7134528,11113,"Wala a Primary School, BR State, Nigeria"
Gwaski Primary,BR,Primary,Public,,,10.4930954,12.2100803,11201,"Gwaski Primary, BR State, Nigeria"
Laro Primary School,BR,Primary,Public,,,10.3345511,11.801264,10409,"Laro Primary School, BR State, Nigeria"
Turkwapeta Primary School,BR,Primary,Unknown,,,11.126209,13.7316776,11106,"Turkwapeta Primary School, BR State, Nigeria"
Kumshe Primary School,BR,Primary,Unknown,,,11.8569117,13.1516206,12410,"Kumshe Primary School, BR State, Nigeria"
Birni Primary School,BR,Primary,Public,,,10.5199288,12.0169176,11202,"Birni Primary School, BR State, Nigeria"
Dumde Primary School,BR,Primary,Public,,,10.459623,13.225766,10211,"Dumde Primary School, BR State, Nigeria"
Sabon Layi Primary School,BR,Primary,Public,,,10.7312048,12.2089287,10506,"Sabon Layi Primary School, BR State, Nigeria"
Bulunkutu Primary School,BR,Primary,Public,,,11.8287593,13.1014776,12413,"Bulunkutu Primary School, BR State, Nigeria"
Gadai Primary School,BR,Primary,Public,,,12.3997772,12.9490668,12601,"Gadai Primary School, BR State, Nigeria"
Goromodo Primary School,BR,Primary,Public,,,10.2620459,12.1150339,12705,"Goromodo Primary School, BR State, Nigeria"
Gur Garubula Primary School,BR,Primary,Unknown,,,10.7711233,12.2008943,10506,"Gur Garubula Primary School, BR State, Nigeria"
Federal Lowcost Primary School,BR,Primary,Public,,,11.8624046,13.12196,12401,"Federal Lowcost Primary School, BR State, Nigeria"
Lawalam Shani Primary School,BR,Primary,Public,,,10.1953769,12.0257163,12710,"Lawalam Shani Primary School, BR State, Nigeria"
Bodying Primary School,BR,Primary,Unknown,,,12.4824022,12.7854653,10904,"Bodying Primary School, BR State, Nigeria"
Kellumiri Primary School,BR,Primary,Public,,,11.5384017,13.6729982,11607,"Kellumiri Primary School, BR State, Nigeria"
Abduri Primary School,BR,Primary,Unknown,,,11.7463255,13.3640844,11906,"Abduri Primary School, BR State, Nigeria"
Ajiri Auno Primary School,BR,Primary,Public,,,11.6602914,13.1134228,11601,"Ajiri Auno Primary School, BR State, Nigeria"
Lagu Nasara Primary School,BR,Primary,Unknown,,,10.6613105,13.1393832,10206,"Lagu Nasara Primary School, BR State, Nigeria"
Hausari Primary School,BR,Primary,Public,,,11.5187218,13.6846848,10311,"Hausari Primary School, BR State, Nigeria"
Alagarno Primary School,BR,Primary,Public,,,10.7057443,12.7416125,10207,"Alagarno Primary School, BR State, Nigeria"
Karagawaru Primary School,BR,Primary,Public,,,11.9052794,12.5538502,11409,"Karagawaru Primary School, BR State, Nigeria"
Chinene Primary School,BR,Primary,Unknown,,,11.0864419,13.7968153,11104,"Chinene Primary School, BR State, Nigeria"
Gurmai Primary School,BR,Primary,Public,,,11.5108151,12.3888396,11412,"Gurmai Primary School, BR State, Nigeria"
Gerle Primary School,BR,Primary,Unknown,,,12.2934407,14.2656977,12501,"Gerle Primary School, BR State, Nigeria"
Mindi Primary School,BR,Primary,Unknown,,,10.4380834,12.1897348,11209,"Mindi Primary School, BR State, Nigeria"
Hirpaya Primary School,BR,Primary,Public,,,10.8663435,12.7895349,10611,"Hirpaya Primary School, BR State, Nigeria"
Mowo Kaska Primary School,BR,Primary,Public,,,12.4873985,13.4293229,12310,"Mowo Kaska Primary School, BR State, Nigeria"
Komdi Primary School,BR,Primary,Public,,,10.9866346,12.8668412,10710,"Komdi Primary School, BR State, Nigeria"
Shataram Lawanti Primary School,BR,Primary,Public,,,12.6472485,13.0311316,10902,"Shataram Lawanti Primary School, BR State, Nigeria"
Lukshe Primary School,BR,Primary,Unknown,,,11.4953984,13.3472666,11604,"Lukshe Primary School, BR State, Nigeria"
Umarye Primary School,BR,Primary,Unknown,,,11.4992068,14.2310714,10302,"Umarye Primary School, BR State, Nigeria"
Chingowa Primary School,BR,Primary,Public,,,12.0467877,12.8865284,12006,"Chingowa Primary School, BR State, Nigeria"
Mbalala Primary School,BR,Primary,Public,,,10.770198,12.8770838,10607,"Mbalala Primary School, BR State, Nigeria"
Shettima Primary School,BR,Primary,Public,,,11.10088,12.2822414,10708,"Shettima Primary School, BR State, Nigeria"
Uba Central Prmary School,BR,Primary,Public,,,10.4610306,13.221501,10211,"Uba Central Prmary School, BR State, Nigeria"
Kilgim Primary School,BR,Primary,Unknown,,,10.2489845,12.0760705,12710,"Kilgim Primary School, BR State, Nigeria"
Azare Central Primary School,BR,Primary,Public,,,10.5294021,12.2877326,11204,"Azare Central Primary School, BR State, Nigeria"
Ngulde Primary School,BR,Primary,Unknown,,,10.6405301,12.5574802,10208,"Ngulde Primary School, BR State, Nigeria"
Primary School Bringizu,BR,Primary,Unknown,,,10.839024,12.9311026,10603,"Primary School Bringizu, BR State, Nigeria"
Kazaa Primary School,BR,Primary,Public,,,12.6061183,13.5670234,12310,"Kazaa Primary School, BR State, Nigeria"
IBN Masud Bama Quranic Model Nusary and Primary School,BR,Primary,Private,,,11.5215898,13.6812508,10310,"IBN Masud Bama Quranic Model Nusary and Primary School, BR State, Nigeria"
Kuros Kauwa Primary School,BR,Primary,Public,,,12.941476,13.6756824,11707,"Kuros Kauwa Primary School, BR State, Nigeria"
Kwaya Central Primary School,BR,Primary,Unknown,,,10.4998404,11.8376374,11806,"Kwaya Central Primary School, BR State, Nigeria"
Ngollom Primary School,BR,Primary,Public,,,12.7008337,13.2932478,11003,"Ngollom Primary School, BR State, Nigeria"
Kote Primary School,BR,Primary,Unknown,,,11.4139393,14.0481086,10313,"Kote Primary School, BR State, Nigeria"
Shuwari Primary School,BR,Primary,Unknown,,,11.8816752,13.3029119,11905,"Shuwari Primary School, BR State, Nigeria"
Kabura Primary School,BR,Primary,Public,,,10.5802519,12.2233259,10510,"Kabura Primary School, BR State, Nigeria"
Gajigana Primary School,BR,Primary,Public,,,12.2509521,13.1035996,12005,"Gajigana Primary School, BR State, Nigeria"
Abulitu Primary School,BR,Primary,Public,,,11.1346827,12.5760306,10707,"Abulitu Primary School, BR State, Nigeria"
Guwal Primary School,BR,Primary,Unknown,,,10.5436124,11.9161474,11803,"Guwal Primary School, BR State, Nigeria"
Garberi Galda Primary School,BR,Primary,Unknown,,,11.7004576,13.7578521,10301,"Garberi Galda Primary School, BR State, Nigeria"
Magumeri Central Primary School,BR,Primary,Public,,,12.1143085,12.8282021,12013,"Magumeri Central Primary School, BR State, Nigeria"
Pelachiroma Primary School,BR,Primary,Public,,,10.4293681,12.5448755,11206,"Pelachiroma Primary School, BR State, Nigeria"
Dangula Primary School,BR,Primary,Public,,,10.5568024,12.3553465,11204,"Dangula Primary School, BR State, Nigeria"
Primary Ube J s s Afuye,BR,Primary,Public,,,11.9828466,13.992319,10801,"Primary Ube J s s Afuye, BR State, Nigeria"
Tudunwada Primary School,BR,Primary,Public,,,10.1251459,11.9741803,12707,"Tudunwada Primary School, BR State, Nigeria"
Lamot Primary School,BR,Primary,Public,,,10.230884,12.0505536,12710,"Lamot Primary School, BR State, Nigeria"
Kuburivu Primary School,BR,Primary,Public,,,10.9247053,13.0237483,10604,"Kuburivu Primary School, BR State, Nigeria"
Tanga Rahi Primary School,BR,Primary,Unknown,,,10.5640348,12.184269,11211,"Tanga Rahi Primary School, BR State, Nigeria"
Dusuman Primary School,BR,Primary,Unknown,,,11.9081796,13.2613296,11307,"Dusuman Primary School, BR State, Nigeria"
Takulashi Primary School,BR,Primary,Public,,,10.7936183,12.7254284,10610,"Takulashi Primary School, BR State, Nigeria"
Mawali Primary School,BR,Primary,Public,,,12.3320645,13.7225934,12111,"Mawali Primary School, BR State, Nigeria"
Kimeri Primary School,BR,Primary,Public,,,11.7058627,13.3210363,11601,"Kimeri Primary School, BR State, Nigeria"
Walafa Primary School,BR,Primary,Public,,,10.5655275,13.1687549,10213,"Walafa Primary School, BR State, Nigeria"
Yabal Primary School,BR,Primary,Public,,,11.6687084,12.3120421,11414,"Yabal Primary School, BR State, Nigeria"
Gusi Poli Barka Primary School,BR,Primary,Unknown,,,10.3974579,12.0179359,11801,"Gusi Poli Barka Primary School, BR State, Nigeria"
Gasarawa Primary School,BR,Primary,Public,,,12.6181144,13.330552,12606,"Gasarawa Primary School, BR State, Nigeria"
Bazam Primary School,BR,Primary,Public,,,12.5735468,12.7901298,10905,"Bazam Primary School, BR State, Nigeria"
Kwatara Primary School,BR,Primary,Unknown,,,11.0152279,13.6999727,11110,"Kwatara Primary School, BR State, Nigeria"
Bilingual Sangaya Boarding Primary School,BR,Primary,Public,,,12.4200828,13.9278064,12107,"Bilingual Sangaya Boarding Primary School, BR State, Nigeria"
Galagana Primary School,BR,Primary,Unknown,,,11.3249368,14.2070607,10303,"Galagana Primary School, BR State, Nigeria"
Korangilin Primary School,BR,Primary,Public,,,10.8586726,12.7023241,10605,"Korangilin Primary School, BR State, Nigeria"
Gamadadi Primary School,BR,Primary,Public,,,10.3246697,11.5581272,10404,"Gamadadi Primary School, BR State, Nigeria"
Bumsa Primary School,BR,Primary,Unknown,,,10.7236364,12.0783584,10504,"Bumsa Primary School, BR State, Nigeria"
Dongo Primary School,BR,Primary,Public,,,11.574379,12.449626,11404,"Dongo Primary School, BR State, Nigeria"
Nomadic Primary School,BR,Primary,Public,,,10.8045277,12.4146542,10506,"Nomadic Primary School, BR State, Nigeria"
Lagara a Primary School,BR,Primary,Unknown,,,11.2676679,13.5331686,11102,"Lagara a Primary School, BR State, Nigeria"
Maidurmari Primary School,BR,Primary,Public,,,11.5379555,13.4803757,11610,"Maidurmari Primary School, BR State, Nigeria"
Ashigashiya Gwadele Primary School,BR,Primary,Unknown,,,11.1505866,13.8464966,11101,"Ashigashiya Gwadele Primary School, BR State, Nigeria"
Moku Primary School,BR,Primary,Unknown,,,10.3693038,11.9136353,11807,"Moku Primary School, BR State, Nigeria"
Ali Ganari Primary School,BR,Primary,Public,,,11.7810783,13.3130521,11603,"Ali Ganari Primary School, BR State, Nigeria"
