school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address
Madarasatul Suleiman Ribado Litaalimul Awladi Alnisai,AD,Primary,Private,,,9.2863649,12.4458486,ADSYLN03,"Madarasatul Suleiman Ribado Litaalimul Awladi Alnisai, AD State, Nigeria"
Anwarrudeen Nursery and Primary School,AD,Primary,Private,,,9.282684,12.458498,ADSYLN07,"Anwarrudeen Nursery and Primary School, AD State, Nigeria"
Lutheran Junior Seminary Mbamba,AD,Secondary,Private,,,9.18423,12.520857,ADSYLA06,"Lutheran Junior Seminary Mbamba, AD State, Nigeria"
Dodo Memorial Primary School,AD,Primary,Private,,,10.058079,13.183713,ADSMAH06,"Dodo Memorial Primary School, AD State, Nigeria"
Anglican Premier Secondary School,AD,Secondary,Private,,,8.763253,12.152356,ADSJAD02,"Anglican Premier Secondary School, AD State, Nigeria"
Bosco Comprehensive School,AD,Secondary,Private,,,9.266255,12.450475,ADSYLN08,"Bosco Comprehensive School, AD State, Nigeria"
Calvary Baptist School,AD,Primary,Private,,,9.911881,11.938433,ADSGUY07,"Calvary Baptist School, AD State, Nigeria"
Albaitul Mukarram Islamic Education Centre Hong,AD,Tertiary,Private,,,10.231045,12.919854,ADSHNG11,"Albaitul Mukarram Islamic Education Centre Hong, AD State, Nigeria"
Arewa Achievers Academy Junior Secondary School,AD,Secondary,Private,,,9.191306,12.516862,ADSYLA06,"Arewa Achievers Academy Junior Secondary School, AD State, Nigeria"
Solid Foundation Academy Kwadadai,AD,Secondary,Private,,,9.7832298,11.9646722,ADSGUY01,"Solid Foundation Academy Kwadadai, AD State, Nigeria"
Madrasatul Misbahudeen,AD,Primary,Private,,,10.274397,13.270535,ADSMUB09,"Madrasatul Misbahudeen, AD State, Nigeria"
Alhiyau Iptidaiya,AD,Primary,Private,,,9.579279,12.915896,ADSFUR02,"Alhiyau Iptidaiya, AD State, Nigeria"
Darul Ulum,AD,Secondary,Private,,,9.320723,12.478416,ADSGRE02,"Darul Ulum, AD State, Nigeria"
Baptist High School,AD,Secondary,Private,,,9.91177,11.938712,ADSGUY07,"Baptist High School, AD State, Nigeria"
Darul Arqam Islamic Institute Yola,AD,Secondary,Private,,,9.200515,12.471335,ADSYLA03,"Darul Arqam Islamic Institute Yola, AD State, Nigeria"
Dalatu Nursery and Primary School,AD,Primary,Private,,,10.175554,12.884769,ADSHNG02,"Dalatu Nursery and Primary School, AD State, Nigeria"
Futuhul Islam Primary School,AD,Primary,Private,,,8.62648,12.382885,ADSJAD11,"Futuhul Islam Primary School, AD State, Nigeria"
Tarbiyatul Islamiya,AD,Primary,Private,,,10.267227,13.256353,ADSGYL06,"Tarbiyatul Islamiya, AD State, Nigeria"
El Shadai Nursery and Primary,AD,Primary,Private,,,9.266914,12.439934,ADSYLN06,"El Shadai Nursery and Primary, AD State, Nigeria"
Eyn Jimeta Academy,AD,Secondary,Private,,,9.26572,12.451343,ADSYLN08,"Eyn Jimeta Academy, AD State, Nigeria"
Redeemers Basic School,AD,Secondary,Private,,,8.724413,12.585045,ADSJAD04,"Redeemers Basic School, AD State, Nigeria"
Senator Mahmoud Waziri Memorial Academy Jabbi Hubbare,AD,Primary,Private,,,9.2109866,12.4776103,ADSYLA05,"Senator Mahmoud Waziri Memorial Academy Jabbi Hubbare, AD State, Nigeria"
Our Lady of Good Counsel Junior Secondary School,AD,Secondary,Private,,,10.15999,12.734128,ADSGMB07,"Our Lady of Good Counsel Junior Secondary School, AD State, Nigeria"
Dominion Academy,AD,Secondary,Private,,,8.774273,12.615795,ADSJAD04,"Dominion Academy, AD State, Nigeria"
International Private School,AD,Secondary,Private,,,10.274336,13.292012,ADSMUB05,"International Private School, AD State, Nigeria"
Bright Future Nursery and Primary School,AD,Primary,Private,,,10.237704,12.934667,ADSHNG10,"Bright Future Nursery and Primary School, AD State, Nigeria"
Madarasatul Darul Quran,AD,Primary,Private,,,9.201784,12.489237,ADSYLA10,"Madarasatul Darul Quran, AD State, Nigeria"
Bible Heritage,AD,Tertiary,Private,,,9.209144,12.448014,ADSYLA03,"Bible Heritage, AD State, Nigeria"
Garden of Knowledge Primary School,AD,Primary,Private,,,8.436231,12.046624,ADSGAN07,"Garden of Knowledge Primary School, AD State, Nigeria"
Over Comers Primary School,AD,Primary,Private,,,9.8035544,11.9619519,ADSGUY01,"Over Comers Primary School, AD State, Nigeria"
Lamido Aliyu Memorial Primary School,AD,Primary,Private,,,9.216337,12.483037,ADSYLA04,"Lamido Aliyu Memorial Primary School, AD State, Nigeria"
School Prevat Sadaki,AD,Primary,Private,,,8.7244315,12.6380387,ADSJAD05,"School Prevat Sadaki, AD State, Nigeria"
Unity Nursery and Primary School,AD,Primary,Private,,,9.334066,12.506214,ADSGRE04,"Unity Nursery and Primary School, AD State, Nigeria"
Lutheran Church of Christ Nigeria Secondary School,AD,Secondary,Private,,,10.156161,12.736292,ADSGMB07,"Lutheran Church of Christ Nigeria Secondary School, AD State, Nigeria"
Austine International Science Academy Primary School,AD,Primary,Private,,,9.27866,12.418597,ADSYLN05,"Austine International Science Academy Primary School, AD State, Nigeria"
FAAN Junior Secondary School,AD,Secondary,Private,,,9.273595,12.432077,ADSYLN06,"FAAN Junior Secondary School, AD State, Nigeria"
American University of Nigeria Elementary Academy Yola,AD,Primary,Private,,,9.198616,12.498135,ADSYLA01,"American University of Nigeria Elementary Academy Yola, AD State, Nigeria"
Kings International Nursery and Primary School,AD,Primary,Private,,,9.274793,12.4161,ADSYLN05,"Kings International Nursery and Primary School, AD State, Nigeria"
Standard Nursery Primary School,AD,Primary,Private,,,9.055195,12.060581,ADSMWA08,"Standard Nursery Primary School, AD State, Nigeria"
Usman Bin Fodio Academy,AD,Primary,Private,,,9.210587,12.444495,ADSYLA03,"Usman Bin Fodio Academy, AD State, Nigeria"
Iqra Academy Junior Secondary School,AD,Secondary,Private,,,9.264758,12.45701,ADSYLN02,"Iqra Academy Junior Secondary School, AD State, Nigeria"
Alkali Street Islamic School Demsawo,AD,Primary,Private,,,9.2800648,12.434527,ADSYLN09,"Alkali Street Islamic School Demsawo, AD State, Nigeria"
Iqra Academy,AD,Primary,Private,,,9.264402,12.456987,ADSYLN02,"Iqra Academy, AD State, Nigeria"
Nurul Yaqeen Primary School,AD,Primary,Private,,,10.258372,13.255072,ADSGYL06,"Nurul Yaqeen Primary School, AD State, Nigeria"
University Secondary School Mautech,AD,Secondary,Private,,,9.334944,12.499035,ADSGRE04,"University Secondary School Mautech, AD State, Nigeria"
Anwarul Islamiya,AD,Primary,Private,,,10.255892,13.25392,ADSGYL06,"Anwarul Islamiya, AD State, Nigeria"
Sunshine Nursery and Primary School,AD,Primary,Private,,,9.211866,12.447725,ADSYLA03,"Sunshine Nursery and Primary School, AD State, Nigeria"
Lutheran Church of Christ Junior Secondary School Yola Town,AD,Secondary,Private,,,9.200485,12.484235,ADSYLA10,"Lutheran Church of Christ Junior Secondary School Yola Town, AD State, Nigeria"
Eyn Nursery and Primary School,AD,Primary,Private,,,10.2695591,13.0965574,ADSHNG01,"Eyn Nursery and Primary School, AD State, Nigeria"
Tajjini Bolori College of Arabic and Islamic Studies,AD,Secondary,Private,,,10.2565,13.252715,ADSGYL06,"Tajjini Bolori College of Arabic and Islamic Studies, AD State, Nigeria"
Dauda Birma Daniel Captain Bl Kume Academy,AD,Secondary,Private,,,9.2848617,12.4156849,ADSYLN05,"Dauda Birma Daniel Captain Bl Kume Academy, AD State, Nigeria"
Ghana Experimental Nursery Primary and Junior Secondary School,AD,Mixed,Private,,,9.336528,12.501374,ADSGRE04,"Ghana Experimental Nursery Primary and Junior Secondary School, AD State, Nigeria"
Felex Academy,AD,Primary,Private,,,10.138251,12.92728,ADSHNG02,"Felex Academy, AD State, Nigeria"
Ibrahim Borbona Nursery and Primary Schooloool,AD,Primary,Private,,,9.277714,12.456942,ADSYLN02,"Ibrahim Borbona Nursery and Primary Schooloool, AD State, Nigeria"
Bahruhuda Islamiya,AD,Primary,Private,,,9.4986,12.479511,ADSGRE06,"Bahruhuda Islamiya, AD State, Nigeria"
Government Reserved Area Nursery and Primary School Song,AD,Primary,Private,,,9.819712,12.623529,ADSSNG07,"Government Reserved Area Nursery and Primary School Song, AD State, Nigeria"
Redeem Peoples Academy,AD,Primary,Private,,,9.266136,12.451619,ADSYLN08,"Redeem Peoples Academy, AD State, Nigeria"
Junior Secondary School All Saints,AD,Secondary,Private,,,10.259555,13.250852,ADSGYL06,"Junior Secondary School All Saints, AD State, Nigeria"
Unity Nursery and Primary School Sabon Gari Sangere,AD,Primary,Private,,,9.336582,12.50508,ADSGRE04,"Unity Nursery and Primary School Sabon Gari Sangere, AD State, Nigeria"
Kay Academy Nursery and Primary School,AD,Primary,Private,,,9.248463,12.442617,ADSYLN06,"Kay Academy Nursery and Primary School, AD State, Nigeria"
Nduku I Primary School,AD,Primary,Private,,,10.128467,13.218773,ADSGYL10,"Nduku I Primary School, AD State, Nigeria"
Abubakar Model Islamiya Primary School,AD,Primary,Private,,,8.117576,12.046984,ADSTNG08,"Abubakar Model Islamiya Primary School, AD State, Nigeria"
Mudabshan Nursery School,AD,Primary,Private,,,10.4426072,13.0032982,ADSHNG04,"Mudabshan Nursery School, AD State, Nigeria"
Destiny Nursery and Primary,AD,Primary,Private,,,9.246169,12.441104,ADSYLN06,"Destiny Nursery and Primary, AD State, Nigeria"
Abti Academy,AD,Secondary,Private,,,9.199136,12.500464,ADSYLA01,"Abti Academy, AD State, Nigeria"
Cornerstone Model School,AD,Secondary,Private,,,9.303411,12.490911,ADSGRE08,"Cornerstone Model School, AD State, Nigeria"
Kanzul Islam Junior Secondary School,AD,Secondary,Private,,,9.199503,12.48503,ADSYLA10,"Kanzul Islam Junior Secondary School, AD State, Nigeria"
Prince and Princess Primary School,AD,Primary,Private,,,8.118906,12.032843,ADSTNG08,"Prince and Princess Primary School, AD State, Nigeria"
Evangel Model School Michika,AD,Primary,Private,,,10.623636,13.38295,ADSMCH07,"Evangel Model School Michika, AD State, Nigeria"
Jamaatul Nasril Islam Islamiya,AD,Secondary,Private,,,9.2806353,12.4529571,ADSYLN11,"Jamaatul Nasril Islam Islamiya, AD State, Nigeria"
Excellent Future Academy,AD,Primary,Private,,,9.2783798,12.4503904,ADSYLN08,"Excellent Future Academy, AD State, Nigeria"
Eagles Academy,AD,Primary,Private,,,9.911336,11.937312,ADSGUY07,"Eagles Academy, AD State, Nigeria"
Victory Standard Nursery and Primary School,AD,Primary,Private,,,8.459531,12.039755,ADSGAN07,"Victory Standard Nursery and Primary School, AD State, Nigeria"
Lovespring Nursery and Primary School,AD,Primary,Private,,,9.305889,12.486284,ADSGRE08,"Lovespring Nursery and Primary School, AD State, Nigeria"
Markazi Tahfizul Quran Islamiya,AD,Primary,Private,,,9.905869,11.931931,ADSGUY07,"Markazi Tahfizul Quran Islamiya, AD State, Nigeria"
Sabon Yaro Academy,AD,Primary,Private,,,9.29973,12.480465,ADSGRE08,"Sabon Yaro Academy, AD State, Nigeria"
Arewa Achievers Academy,AD,Primary,Private,,,9.19109,12.5171,ADSYLA06,"Arewa Achievers Academy, AD State, Nigeria"
IPX Nation Wide,AD,Secondary,Private,,,10.445458,13.216235,ADSHNG12,"IPX Nation Wide, AD State, Nigeria"
Legacy International Children Mission Nursery and Primary School,AD,Primary,Private,,,9.4606681,12.0326108,ADSNUM06,"Legacy International Children Mission Nursery and Primary School, AD State, Nigeria"
IBN Masud Islamic Foundation Senior Secondary School,AD,Secondary,Private,,,9.062753,12.066062,ADSMWA08,"IBN Masud Islamic Foundation Senior Secondary School, AD State, Nigeria"
Inproved Futute Academy Njebjeba,AD,Primary,Private,,,10.1474486,12.4772376,ADSGMB03,"Inproved Futute Academy Njebjeba, AD State, Nigeria"
Prowest Pimary and Nursery School,AD,Primary,Private,,,10.419714,13.398186,ADSMUB07,"Prowest Pimary and Nursery School, AD State, Nigeria"
Kauna Baptist Nursery School,AD,Primary,Private,,,9.243551,12.423458,ADSYLN06,"Kauna Baptist Nursery School, AD State, Nigeria"
Darul Arqam Islamic Academy,AD,Primary,Private,,,9.220912,12.649998,ADSFUR03,"Darul Arqam Islamic Academy, AD State, Nigeria"
Nurul Islam Islamiya Nursery and Primary School,AD,Primary,Private,,,9.285548,12.433916,ADSYLN09,"Nurul Islam Islamiya Nursery and Primary School, AD State, Nigeria"
Kauna Baptist Primary School,AD,Primary,Private,,,9.243275,12.423512,ADSYLN06,"Kauna Baptist Primary School, AD State, Nigeria"
Shillon Primary School Shillon,AD,Primary,Private,,,9.802977,12.410844,ADSSNG02,"Shillon Primary School Shillon, AD State, Nigeria"
Divine Favour Nursery and Primary School,AD,Primary,Private,,,10.226665,12.919889,ADSHNG11,"Divine Favour Nursery and Primary School, AD State, Nigeria"
Good Success Nursery and Primary School,AD,Primary,Private,,,8.452479,12.052983,ADSGAN03,"Good Success Nursery and Primary School, AD State, Nigeria"
Play and Learn Nursery School,AD,Primary,Private,,,9.237448,12.447136,ADSYLN06,"Play and Learn Nursery School, AD State, Nigeria"
Aliyu Mustafas Academy,AD,Secondary,Private,,,9.272189,12.444399,ADSYLN08,"Aliyu Mustafas Academy, AD State, Nigeria"
Al Mansur Memorial Academy Mayo Belwa Street Limawa,AD,Primary,Private,,,9.2830117,12.463684,ADSYLN07,"Al Mansur Memorial Academy Mayo Belwa Street Limawa, AD State, Nigeria"
Nafan Academy,AD,Secondary,Private,,,9.2864324,12.4292068,ADSYLN05,"Nafan Academy, AD State, Nigeria"
Excellent Nursery and Primary School Chediya,AD,Primary,Private,,,9.2728538,12.6533238,ADSFUR08,"Excellent Nursery and Primary School Chediya, AD State, Nigeria"
El Kanemi College Junior Secondary School,AD,Secondary,Private,,,9.208564,12.465468,ADSYLA03,"El Kanemi College Junior Secondary School, AD State, Nigeria"
Imam Ahmad Academy Nursery and Primary School,AD,Primary,Private,,,9.286716,12.453014,ADSYLN10,"Imam Ahmad Academy Nursery and Primary School, AD State, Nigeria"
Integrity Schools International,AD,Primary,Private,,,9.2821515,12.4392257,ADSYLN09,"Integrity Schools International, AD State, Nigeria"
Rabirul Rashid Academy Nursery School Yola Town,AD,Primary,Private,,,9.211312,12.482071,ADSYLA04,"Rabirul Rashid Academy Nursery School Yola Town, AD State, Nigeria"
Ang Dio Yola Adamu Sanda Secondary School,AD,Secondary,Private,,,8.446962,12.054903,ADSGAN03,"Ang Dio Yola Adamu Sanda Secondary School, AD State, Nigeria"
Advanced Women Literacy Primary School,AD,Primary,Private,,,9.205995,12.490617,ADSYLA10,"Advanced Women Literacy Primary School, AD State, Nigeria"
Excellent Academy Nursery Tinde,AD,Primary,Private,,,9.812211,12.318743,ADSSNG01,"Excellent Academy Nursery Tinde, AD State, Nigeria"
Abti Nursery and Primary School,AD,Primary,Private,,,9.198745,12.499621,ADSYLA01,"Abti Nursery and Primary School, AD State, Nigeria"
Dahiru Mondiva Nursery and Primary School,AD,Primary,Private,,,10.270035,13.27394,ADSMUB04,"Dahiru Mondiva Nursery and Primary School, AD State, Nigeria"
CK Light of Life School,AD,Primary,Private,,,9.262047,12.444463,ADSYLN06,"CK Light of Life School, AD State, Nigeria"
IBN Masud Islamic Foundation Primary School,AD,Primary,Private,,,9.071673,12.066818,ADSMWA08,"IBN Masud Islamic Foundation Primary School, AD State, Nigeria"
St James Nursery and Primary School,AD,Primary,Private,,,10.171273,12.974417,ADSHNG11,"St James Nursery and Primary School, AD State, Nigeria"
Poli Academy,AD,Secondary,Private,,,9.272351,12.388342,ADSYLA08,"Poli Academy, AD State, Nigeria"
Private Success International School,AD,Primary,Private,,,9.266257,12.441417,ADSYLN06,"Private Success International School, AD State, Nigeria"
LCCN Nursery and Primary School,AD,Primary,Private,,,10.3651784,12.8643609,ADSHNG03,"LCCN Nursery and Primary School, AD State, Nigeria"
Axios Science Academy,AD,Secondary,Private,,,10.249135,13.255508,ADSGYL06,"Axios Science Academy, AD State, Nigeria"
Nurulhuda Farang Primary School,AD,Primary,Private,,,9.579368,12.915446,ADSFUR02,"Nurulhuda Farang Primary School, AD State, Nigeria"
Nurul Islam Junior Secondary School,AD,Secondary,Private,,,10.2716271,13.2606371,ADSMUB11,"Nurul Islam Junior Secondary School, AD State, Nigeria"
Usumaniyya Collage For Arabic and Islamic Education Demsawo,AD,Secondary,Private,,,9.2832269,12.4366182,ADSYLN09,"Usumaniyya Collage For Arabic and Islamic Education Demsawo, AD State, Nigeria"
Wuro Hausa Royal Academy,AD,Secondary,Private,,,9.2051813,12.4989473,ADSYLA01,"Wuro Hausa Royal Academy, AD State, Nigeria"
Mautway Nursery and Primary School,AD,Primary,Private,,,9.346479,12.507655,ADSGRE04,"Mautway Nursery and Primary School, AD State, Nigeria"
St Patricks Primary Scool,AD,Primary,Private,,,9.460951,12.029824,ADSNUM06,"St Patricks Primary Scool, AD State, Nigeria"
Federal Government College Staff Secondary School,AD,Secondary,Private,,,8.461519,12.053846,ADSGAN04,"Federal Government College Staff Secondary School, AD State, Nigeria"
Lutheran Church of Christ Nursery and Primary School,AD,Primary,Private,,,9.185092,12.473935,ADSYLA03,"Lutheran Church of Christ Nursery and Primary School, AD State, Nigeria"
Emmanuel Standard Junior Secondary School,AD,Secondary,Private,,,9.193838,12.475623,ADSYLA03,"Emmanuel Standard Junior Secondary School, AD State, Nigeria"
Chiroma Ahmad Academy,AD,Secondary,Private,,,9.199861,12.478561,ADSYLA07,"Chiroma Ahmad Academy, AD State, Nigeria"
St Patricks Cri Kojoli,AD,Primary,Private,,,8.568274,12.377132,ADSJAD11,"St Patricks Cri Kojoli, AD State, Nigeria"
LCCN Nursery and Primary School,AD,Primary,Private,,,10.2493196,13.021898,ADSHNG01,"LCCN Nursery and Primary School, AD State, Nigeria"
Eyn Academy,AD,Primary,Private,,,10.163512,12.734066,ADSGMB07,"Eyn Academy, AD State, Nigeria"
St Marys Junior Secondary School,AD,Secondary,Private,,,9.193996,12.480142,ADSYLA03,"St Marys Junior Secondary School, AD State, Nigeria"
Jala Islam Nursery and Primary School,AD,Primary,Private,,,9.221819,12.645016,ADSFUR03,"Jala Islam Nursery and Primary School, AD State, Nigeria"
El Yas Foundation Nursery Primary and Secondary School,AD,Mixed,Private,,,9.2831398,12.4368493,ADSYLN09,"El Yas Foundation Nursery Primary and Secondary School, AD State, Nigeria"
Salem Royal Nursery and Primary Dumne,AD,Primary,Private,,,9.785836,12.400244,ADSSNG02,"Salem Royal Nursery and Primary Dumne, AD State, Nigeria"
Brightwell Nursery and Primary School,AD,Primary,Private,,,10.249887,13.024243,ADSHNG01,"Brightwell Nursery and Primary School, AD State, Nigeria"
Moone Academy Nursery and Primary School,AD,Primary,Private,,,9.210211,12.446605,ADSYLA03,"Moone Academy Nursery and Primary School, AD State, Nigeria"
Blessed Nursery and Primary School Sabon Gari Sangere,AD,Primary,Private,,,9.336565,12.509584,ADSGRE04,"Blessed Nursery and Primary School Sabon Gari Sangere, AD State, Nigeria"
Lutheran Church of Christ Nigerian Nursery School Balio,AD,Primary,Private,,,9.312913,11.802138,ADSDSA08,"Lutheran Church of Christ Nigerian Nursery School Balio, AD State, Nigeria"
Blessed Nursery and Primary School,AD,Primary,Private,,,9.279446,12.436925,ADSYLN09,"Blessed Nursery and Primary School, AD State, Nigeria"
Lutheran Church of Christ Primary School,AD,Primary,Private,,,9.201008,12.484378,ADSYLA10,"Lutheran Church of Christ Primary School, AD State, Nigeria"
Jamaatu Nasril Islam Islamiya Primary School,AD,Primary,Private,,,9.280417,12.452491,ADSYLN11,"Jamaatu Nasril Islam Islamiya Primary School, AD State, Nigeria"
Wovi Nursery and Primary School Pakka,AD,Primary,Private,,,10.114282,13.218536,ADSMAH07,"Wovi Nursery and Primary School Pakka, AD State, Nigeria"
Kindom Heritage Model School Jimeta,AD,Primary,Private,,,9.271065,12.44357,ADSYLN08,"Kindom Heritage Model School Jimeta, AD State, Nigeria"
Tajweedul Quran Nursery and Primary School,AD,Primary,Private,,,9.46335,12.034717,ADSNUM09,"Tajweedul Quran Nursery and Primary School, AD State, Nigeria"
Divine Academy,AD,Primary,Private,,,9.307808,12.462298,ADSGRE02,"Divine Academy, AD State, Nigeria"
Ebenezer Baptist School,AD,Primary,Private,,,9.280695,12.430928,ADSYLN09,"Ebenezer Baptist School, AD State, Nigeria"
Illiya Kwaya Memorial Primary School,AD,Primary,Private,,,9.235572,12.447516,ADSYLN06,"Illiya Kwaya Memorial Primary School, AD State, Nigeria"
Savannah Sugar High Junior Secondary School,AD,Secondary,Private,,,9.592953,11.919538,ADSLMR02,"Savannah Sugar High Junior Secondary School, AD State, Nigeria"
Rubi Academy Nursery and Primary School Sabongari Uyange,AD,Primary,Private,,,9.0663581,11.8426568,ADSMWA01,"Rubi Academy Nursery and Primary School Sabongari Uyange, AD State, Nigeria"
Police Chidren School,AD,Primary,Private,,,9.1951428,12.520275,ADSYLA06,"Police Chidren School, AD State, Nigeria"
Redemption Nursery and Primary,AD,Primary,Private,,,9.286369,12.437888,ADSYLN09,"Redemption Nursery and Primary, AD State, Nigeria"
Precious Academy Nursery and Primary School,AD,Primary,Private,,,9.286978,12.423635,ADSYLN05,"Precious Academy Nursery and Primary School, AD State, Nigeria"
Bible College Primary and Secondary School,AD,Mixed,Private,,,8.584591,12.13451,ADSJAD10,"Bible College Primary and Secondary School, AD State, Nigeria"
Manga Chenji Primary School,AD,Primary,Private,,,10.2686245,13.2684252,ADSMUB09,"Manga Chenji Primary School, AD State, Nigeria"
Bumtaren Nursery School,AD,Primary,Private,,,8.119304,12.036772,ADSTNG08,"Bumtaren Nursery School, AD State, Nigeria"
Nupul Islam Isamiya,AD,Primary,Private,,,9.30329,12.466602,ADSGRE02,"Nupul Islam Isamiya, AD State, Nigeria"
Divine Favour,AD,Primary,Private,,,9.259765,12.39323,ADSYLA08,"Divine Favour, AD State, Nigeria"
Darul Ulum Islamic Academy Primary School Yola Town,AD,Primary,Private,,,9.21632,12.478443,ADSYLA05,"Darul Ulum Islamic Academy Primary School Yola Town, AD State, Nigeria"
Assemblies of God Junior Secondary School,AD,Secondary,Private,,,9.270682,12.447559,ADSYLN08,"Assemblies of God Junior Secondary School, AD State, Nigeria"
Bible Heritage Primary,AD,Primary,Private,,,9.300329,12.480865,ADSGRE08,"Bible Heritage Primary, AD State, Nigeria"
Royal Future Academy Nursery and Primary,AD,Primary,Private,,,8.435767,12.074889,ADSGAN04,"Royal Future Academy Nursery and Primary, AD State, Nigeria"
Fountain of Life Primary School,AD,Primary,Private,,,9.89185,12.01696,ADSSHG09,"Fountain of Life Primary School, AD State, Nigeria"
Ahmadu Ribadu College,AD,Secondary,Private,,,9.19509,12.481485,ADSYLA03,"Ahmadu Ribadu College, AD State, Nigeria"
Pandrah International Primary School,AD,Primary,Private,,,9.293351,12.494368,ADSGRE08,"Pandrah International Primary School, AD State, Nigeria"
Sharp Brain Junior Secondary School,AD,Secondary,Private,,,9.29227,12.2499,ADSYLA09,"Sharp Brain Junior Secondary School, AD State, Nigeria"
Gimba Road,AD,Primary,Private,,,9.271311,12.4576905,ADSYLN01,"Gimba Road, AD State, Nigeria"
Solid Foundation Academy Shelleng,AD,Primary,Private,,,9.888802,12.014854,ADSSHG09,"Solid Foundation Academy Shelleng, AD State, Nigeria"
Emmanuel Standard Primary,AD,Primary,Private,,,9.193988,12.475282,ADSYLA03,"Emmanuel Standard Primary, AD State, Nigeria"
Future Star Academy,AD,Primary,Private,,,9.259157,12.399911,ADSYLA08,"Future Star Academy, AD State, Nigeria"
Air Force Nursery and Primary School,AD,Primary,Private,,,9.268634,12.4368,ADSYLN06,"Air Force Nursery and Primary School, AD State, Nigeria"
St Joseph College,AD,Secondary,Private,,,8.758732,12.143887,ADSJAD02,"St Joseph College, AD State, Nigeria"
Victory Nursery and Primary School,AD,Primary,Private,,,10.246522,13.0189125,ADSHNG01,"Victory Nursery and Primary School, AD State, Nigeria"
Yazif International School,AD,Primary,Private,,,9.209861,12.455861,ADSYLA03,"Yazif International School, AD State, Nigeria"
Darul Ulum Primary School,AD,Primary,Private,,,9.320264,12.478483,ADSGRE02,"Darul Ulum Primary School, AD State, Nigeria"
Lilly Model Primary School,AD,Primary,Private,,,9.27194,12.466574,ADSYLN04,"Lilly Model Primary School, AD State, Nigeria"
Suleiman Ribadu Acadamy,AD,Primary,Private,,,9.199591,12.473947,ADSYLA02,"Suleiman Ribadu Acadamy, AD State, Nigeria"
Hajia Salamatu Yuguda,AD,Primary,Private,,,10.157204,12.744243,ADSGMB07,"Hajia Salamatu Yuguda, AD State, Nigeria"
Zamaki Accademy,AD,Secondary,Private,,,9.3277628,12.4704432,ADSGRE02,"Zamaki Accademy, AD State, Nigeria"
Greater Future Academic,AD,Primary,Private,,,10.147264,12.740955,ADSGMB07,"Greater Future Academic, AD State, Nigeria"
Remi Education Fundation Junior Secondary School,AD,Secondary,Private,,,9.188176,12.484947,ADSYLA03,"Remi Education Fundation Junior Secondary School, AD State, Nigeria"
Bilasi Pre Primary School,AD,Primary,Private,,,9.9948299,11.8987223,ADSGUY02,"Bilasi Pre Primary School, AD State, Nigeria"
Nicolas Barre College,AD,Secondary,Private,,,8.434877,12.033216,ADSGAN07,"Nicolas Barre College, AD State, Nigeria"
Barul Nade Academy,AD,Primary,Private,,,8.119099,12.048494,ADSTNG08,"Barul Nade Academy, AD State, Nigeria"
Model Islamiya School,AD,Secondary,Private,,,8.440188,12.051584,ADSGAN03,"Model Islamiya School, AD State, Nigeria"
Usman Bin ATQ Islamia,AD,Primary,Private,,,9.207859,12.440341,ADSYLA03,"Usman Bin ATQ Islamia, AD State, Nigeria"
Gida Rimi Nursery and Primary School,AD,Primary,Private,,,9.318458,11.815486,ADSDSA08,"Gida Rimi Nursery and Primary School, AD State, Nigeria"
Wash Tongue Academy,AD,Primary,Private,,,10.3655991,12.8600021,ADSHNG03,"Wash Tongue Academy, AD State, Nigeria"
Biyama Nursery and Primary School,AD,Primary,Private,,,10.237106,12.949826,ADSHNG10,"Biyama Nursery and Primary School, AD State, Nigeria"
Lutheran Church of Christ Nigeria Number 3 Shagari Phase II,AD,Primary,Private,,,9.189009,12.470459,ADSYLA03,"Lutheran Church of Christ Nigeria Number 3 Shagari Phase II, AD State, Nigeria"
Bodes Islamiya Primary School,AD,Primary,Private,,,10.063765,13.184534,ADSMAH06,"Bodes Islamiya Primary School, AD State, Nigeria"
El Shaddai Junior Secondary School,AD,Secondary,Private,,,9.2624258,12.4442137,ADSYLN06,"El Shaddai Junior Secondary School, AD State, Nigeria"
Bunmat Learning Field,AD,Primary,Private,,,9.241141,12.449678,ADSYLN06,"Bunmat Learning Field, AD State, Nigeria"
Luther Nursery and Primary School,AD,Primary,Private,,,9.461196,12.025392,ADSNUM06,"Luther Nursery and Primary School, AD State, Nigeria"
Haske Baptist Primary School,AD,Primary,Private,,,9.21088,12.470065,ADSYLA05,"Haske Baptist Primary School, AD State, Nigeria"
Morning Star Nursery and Primary School,AD,Primary,Private,,,9.579307,11.759201,ADSLMR08,"Morning Star Nursery and Primary School, AD State, Nigeria"
Lutheran Church of Christ Nigeria Tagombali,AD,Primary,Private,,,9.333444,11.837883,ADSDSA08,"Lutheran Church of Christ Nigeria Tagombali, AD State, Nigeria"
Semen International Nursery and Primary School,AD,Primary,Private,,,8.432896,12.071444,ADSGAN04,"Semen International Nursery and Primary School, AD State, Nigeria"
Suher International,AD,Primary,Private,,,9.26398,12.455246,ADSYLN02,"Suher International, AD State, Nigeria"
Yola Model Junior Secondary School,AD,Secondary,Private,,,9.191848,12.474618,ADSYLA03,"Yola Model Junior Secondary School, AD State, Nigeria"
Al Man Academy,AD,Primary,Private,,,9.2678226,12.4573923,ADSYLN02,"Al Man Academy, AD State, Nigeria"
